A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,JP1,JP2,JP3,JP4,JP5,gender,education,age
3,5,6,6,6,4,5,4,4,4,2,2,5,6,5,1,4,45
5,1,5,1,4,6,6,5,1,3,2,1,5,6,6,2,3,60
1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,2,3,45
5,2,3,3,3,4,5,3,2,5,5,3,4,3,5,1,4,41
2,5,5,6,5,2,6,5,1,2,3,2,4,5,5,2,3,43
5,2,6,5,5,6,5,6,6,6,4,6,6,5,1,1,4,42
5,3,3,4,4,4,5,5,4,5,5,5,3,3,5,1,3,39
2,4,4,6,4,4,3,3,2,3,3,3,3,5,3,2,1,52
NA,5,6,5,6,1,5,1,4,1,1,1,6,6,6,2,5,68
4,3,2,4,3,6,5,4,2,5,5,3,5,2,5,2,5,60
1,5,6,6,6,6,6,6,1,2,3,5,5,1,6,2,5,48
1,6,5,6,5,5,5,5,2,1,4,3,4,5,5,2,3,53
2,5,5,6,5,5,4,5,4,4,4,2,5,5,4,2,3,43
4,4,5,5,5,2,3,2,4,4,6,6,3,6,4,1,4,42
1,2,2,6,2,6,5,5,1,2,6,3,1,5,2,2,3,60
3,6,3,3,4,5,6,2,2,2,3,6,2,5,3,1,3,55
1,5,5,5,4,5,4,5,2,2,2,2,4,2,6,2,NA,67
5,5,5,6,6,5,5,4,1,3,1,1,5,6,5,2,1,64
5,4,2,4,2,4,2,4,3,4,2,6,2,3,6,2,3,40
2,6,6,6,6,6,6,5,3,4,6,2,6,5,6,1,5,43
1,2,5,6,5,4,4,3,3,2,4,3,4,5,2,2,3,41
1,6,5,6,6,5,1,5,1,1,2,1,4,6,6,1,3,72
3,4,5,6,5,4,6,5,4,2,1,5,4,6,5,2,3,41
1,6,5,5,6,6,6,6,1,1,1,2,6,6,5,2,3,42
2,5,2,5,4,4,5,4,2,2,5,4,3,5,3,2,4,44
2,5,4,6,5,3,4,4,2,2,3,4,3,5,5,1,3,44
4,5,3,2,3,6,5,4,4,6,5,3,3,5,4,1,3,40
2,5,5,5,4,4,5,3,2,2,4,3,3,4,3,2,4,44
1,6,6,6,4,6,6,6,1,2,1,1,4,6,6,2,3,48
6,5,6,5,NA,5,4,4,5,6,5,1,NA,6,4,2,3,54
2,5,5,4,5,5,5,6,3,2,1,2,4,6,5,1,4,42
1,6,6,6,6,3,6,4,1,1,4,1,5,6,6,2,3,53
1,6,5,5,4,4,2,2,4,2,2,4,4,5,4,2,3,70
1,6,6,6,6,6,6,6,1,1,1,4,6,6,6,2,3,40
1,6,6,6,6,3,5,3,2,2,1,1,5,6,1,2,4,41
1,6,5,6,6,6,5,5,5,2,1,1,5,6,6,1,5,44
5,4,5,6,4,5,6,6,4,5,4,2,5,5,5,1,5,43
1,6,5,NA,5,4,4,5,2,2,5,4,4,2,4,2,3,42
2,4,5,4,4,2,2,5,2,4,3,3,2,4,5,2,4,60
1,6,5,6,5,4,4,4,3,4,2,2,3,4,4,2,5,48
6,6,4,6,3,4,6,3,6,5,1,4,6,6,6,2,2,50
3,5,5,6,6,4,6,6,1,1,1,1,5,6,6,1,1,59
3,4,5,5,5,5,4,3,1,1,4,4,4,5,5,1,3,56
4,5,5,4,5,4,5,5,1,2,2,1,5,6,6,1,3,47
5,6,5,6,6,5,5,5,1,1,2,3,5,6,5,2,3,66
5,6,3,6,6,5,6,4,1,2,1,1,6,6,6,2,3,77
5,5,2,5,6,4,3,5,3,3,3,4,4,4,4,1,3,50
6,6,6,6,6,5,5,6,1,3,1,2,5,6,5,1,3,58
1,5,5,6,5,5,4,4,2,3,4,4,5,5,5,2,3,61
3,6,6,6,6,3,6,1,1,3,1,1,6,6,6,2,3,47
1,6,6,6,6,6,5,4,6,4,2,2,5,6,5,2,3,49
1,6,5,6,5,5,5,3,5,4,4,1,4,5,6,2,3,71
2,6,6,4,6,4,5,4,1,1,4,1,5,6,6,2,3,60
3,6,6,6,6,6,6,5,1,1,2,4,5,5,5,2,2,69
5,4,4,3,5,4,4,4,4,5,3,4,4,5,5,1,5,45
1,6,6,5,6,5,4,4,3,2,6,4,5,6,5,2,3,53
2,5,6,6,5,6,6,6,2,1,4,1,5,5,6,1,3,56
2,4,4,6,4,4,5,4,3,2,5,6,1,2,5,2,3,61
1,5,4,6,4,5,NA,4,2,4,2,2,4,5,6,2,5,71
1,4,4,5,4,4,4,4,2,5,2,5,2,3,NA,2,3,55
5,5,6,5,6,6,5,5,1,3,1,1,6,6,6,2,2,45
3,5,5,6,6,4,5,5,2,4,1,2,4,6,5,2,2,43
4,4,2,6,4,NA,5,2,5,6,5,6,4,5,3,2,3,49
1,5,4,6,4,4,3,4,3,4,1,4,5,6,5,2,3,52
4,4,4,6,1,5,5,5,4,2,4,3,4,5,2,1,3,46
1,6,6,6,1,6,5,6,1,1,5,1,4,5,5,2,3,46
5,6,6,6,6,4,4,4,4,5,2,3,4,6,5,2,3,47
2,5,5,4,6,5,4,5,2,4,5,3,4,5,3,2,4,44
2,6,6,6,5,4,4,5,3,5,5,2,4,4,5,2,3,63
1,5,6,6,6,2,5,6,1,1,3,2,3,6,6,2,3,61
1,6,5,4,4,6,2,4,1,2,4,5,3,4,6,2,3,51
3,2,4,6,5,5,4,5,1,2,1,2,4,6,4,1,3,59
1,6,6,6,4,4,5,5,4,5,6,4,4,4,5,2,3,60
3,4,5,6,5,5,5,5,1,1,6,4,4,4,4,2,3,46
5,1,6,5,5,5,1,5,1,4,4,1,5,6,5,2,3,60
1,5,5,5,5,5,4,5,2,1,1,5,4,5,4,2,2,46
1,6,5,6,5,4,4,3,4,2,1,2,4,5,3,2,1,38
2,6,4,6,2,4,6,4,3,6,2,4,3,5,5,2,3,43
3,5,5,5,4,6,5,6,1,1,1,1,6,6,6,2,3,47
1,6,4,6,6,5,4,5,1,1,6,1,3,4,6,2,3,73
3,4,5,6,3,3,5,3,1,4,6,6,3,1,2,2,3,41
1,5,5,6,5,5,6,4,1,4,1,1,5,6,5,2,3,50
2,5,6,5,5,4,4,6,1,3,4,2,4,3,4,1,2,51
6,5,6,6,6,6,4,3,5,1,1,1,6,6,5,1,3,46
3,3,5,6,4,3,4,3,4,4,3,3,4,4,4,2,3,41
1,NA,NA,6,5,5,5,5,5,2,5,4,4,5,5,1,1,62
4,5,6,6,6,4,5,1,3,4,5,5,4,6,4,2,3,47
4,4,4,5,6,6,6,6,2,4,1,3,3,6,5,1,3,47
3,6,6,6,6,6,6,5,1,1,2,1,6,6,6,2,3,54
2,6,6,6,4,3,5,4,3,4,1,3,3,6,4,2,3,54
2,5,5,3,5,5,4,5,3,4,2,3,4,4,4,2,3,42
2,6,5,6,6,4,5,5,1,3,1,1,6,5,5,1,3,47
1,6,6,6,6,2,6,1,6,1,4,4,6,6,6,2,2,53
2,5,5,6,6,5,5,5,4,6,2,2,5,6,5,2,5,43
NA,6,5,6,6,NA,6,5,2,2,5,4,4,6,5,2,3,47
2,5,2,6,2,6,6,6,2,3,5,6,2,1,3,2,3,43
4,4,4,6,5,6,5,3,1,1,5,1,1,4,6,2,3,55
5,5,5,6,5,4,5,3,4,NA,2,6,3,5,4,2,2,48
5,5,5,6,5,4,5,3,4,3,2,6,3,5,4,2,2,48
1,6,6,6,6,6,3,4,2,5,2,2,3,6,4,2,3,49
3,4,4,4,4,NA,4,NA,3,3,4,4,4,5,4,2,4,48
3,4,4,4,4,4,4,4,3,3,4,4,4,5,4,2,4,48
1,6,6,5,6,6,5,6,1,1,5,5,4,5,6,2,4,73
5,5,6,6,2,5,5,4,3,4,1,2,5,6,3,2,3,67
2,5,5,6,6,4,6,3,1,2,4,1,3,6,4,2,3,51
2,6,6,6,5,5,4,5,3,1,2,2,5,5,5,2,1,42
2,5,4,4,5,5,2,4,4,4,4,6,2,5,3,1,4,65
4,5,5,6,2,3,4,1,4,5,1,2,4,4,NA,2,3,49
1,6,6,6,6,5,6,5,1,1,1,1,6,6,6,2,3,68
2,3,6,5,5,3,2,2,3,6,2,5,2,5,3,1,4,59
5,6,6,6,6,6,6,5,1,1,1,1,6,6,6,2,3,53
3,5,5,5,5,6,6,2,1,1,2,1,5,6,6,1,3,48
1,6,4,6,5,4,4,3,1,1,5,4,2,4,4,2,3,40
1,5,5,6,5,NA,4,2,1,1,3,1,5,6,5,2,2,54
1,6,5,6,5,4,3,4,5,5,2,5,1,4,2,2,4,45
2,6,6,6,6,5,5,5,4,1,5,4,5,6,5,2,3,61
1,5,3,4,5,3,4,4,3,3,NA,3,4,4,3,2,5,46
1,5,4,5,4,5,4,4,2,NA,4,4,2,5,4,2,3,56
1,5,5,5,5,5,5,4,1,2,3,1,4,5,5,2,3,54
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,39
1,6,6,6,5,4,4,4,1,2,4,1,5,6,5,2,5,51
1,5,5,6,5,6,5,5,1,1,2,5,2,4,3,2,5,49
2,4,2,5,2,5,5,5,1,4,6,6,2,2,5,1,3,55
3,5,5,6,5,5,5,5,4,2,2,4,4,2,4,2,5,40
5,5,3,5,2,5,6,6,1,2,5,6,4,4,4,1,3,55
2,6,5,6,5,4,4,4,2,5,5,1,5,5,3,1,5,40
1,4,6,5,4,4,5,4,3,4,2,6,2,2,2,2,2,43
2,5,5,6,5,4,2,4,4,2,1,6,4,6,5,2,3,48
3,5,5,4,5,5,4,5,1,2,2,3,6,5,4,1,5,48
2,3,5,1,5,5,2,3,4,5,6,5,1,2,2,1,2,67
2,6,3,6,2,6,6,6,1,1,6,6,4,3,1,2,5,40
2,4,3,3,3,5,4,4,4,5,6,5,2,5,2,2,3,36
1,6,6,6,5,5,5,4,1,2,1,2,5,6,5,2,3,45
5,5,4,6,5,6,6,5,5,3,1,4,5,6,6,2,3,47
1,6,6,6,5,6,5,5,1,1,1,5,5,6,6,2,3,70
5,6,6,6,6,6,5,6,1,3,1,1,6,6,5,1,3,58
1,5,6,6,5,6,6,5,1,1,2,4,5,6,6,2,3,56
2,5,1,6,6,6,6,5,1,2,1,1,6,6,6,1,4,75
1,6,4,6,6,6,6,6,1,4,1,4,4,6,4,2,3,39
2,5,5,6,6,6,4,5,3,1,1,3,5,6,5,2,2,61
4,4,1,6,3,5,6,5,3,1,NA,2,4,5,4,2,1,49
3,5,5,5,3,5,5,6,2,2,4,4,4,3,5,2,3,46
2,4,6,4,6,5,4,6,3,4,4,2,5,5,4,2,3,60
6,1,6,6,5,4,1,1,4,4,1,1,6,6,6,1,3,60
2,5,5,4,5,5,6,4,1,4,1,4,4,5,5,2,2,72
4,5,4,5,5,4,3,5,4,5,1,3,4,6,4,1,3,55
2,6,6,6,NA,5,5,5,3,1,1,1,5,6,6,2,3,42
2,6,6,6,1,5,6,6,1,4,1,1,6,6,6,2,5,53
3,4,3,6,3,4,4,4,2,1,5,4,2,3,3,1,1,66
2,5,4,4,5,5,6,5,3,4,2,4,5,3,6,2,NA,36
2,5,5,3,4,4,5,6,1,1,2,2,3,3,4,2,5,51
4,6,6,6,6,4,2,2,4,3,5,1,5,6,6,2,3,50
1,6,6,6,6,5,5,4,2,1,2,2,4,5,5,2,3,57
2,4,4,5,4,4,5,2,4,3,6,5,4,1,5,2,4,68
1,6,6,6,6,6,6,5,1,1,1,4,5,6,6,2,3,50
2,5,5,2,4,5,6,5,2,4,3,4,5,5,3,2,1,37
5,2,6,4,6,4,3,4,4,5,1,2,4,6,5,2,3,51
3,6,4,6,5,6,5,4,2,1,1,1,4,5,5,2,3,40
1,6,6,6,6,6,5,4,5,4,2,5,5,2,1,2,3,52
1,6,5,6,4,6,6,6,4,2,5,4,4,5,5,2,3,38
2,5,5,5,4,3,5,5,3,2,5,2,4,3,5,2,3,47
2,6,5,6,6,5,6,6,1,6,6,5,1,2,1,1,3,43
1,5,1,5,5,6,5,5,3,6,1,6,1,3,6,2,3,56
5,1,3,5,2,6,4,4,6,1,5,1,3,5,3,1,5,41
1,6,6,6,6,3,6,6,1,2,3,1,5,6,6,2,3,39
3,5,6,5,6,5,NA,6,5,3,2,2,3,2,6,2,1,54
1,6,6,6,6,6,6,5,1,1,1,1,5,5,6,2,5,70
4,4,2,2,2,5,6,1,4,6,4,2,2,5,5,1,3,40
4,6,5,5,4,5,6,1,5,5,5,3,4,4,6,2,2,55
5,5,5,6,5,5,5,4,4,4,5,5,5,4,4,1,3,41
2,5,6,6,5,6,5,6,2,3,5,4,5,5,4,2,NA,37
5,4,2,3,4,5,6,5,2,1,4,5,2,2,6,2,3,40
1,6,6,6,5,6,5,6,1,1,4,1,4,5,6,2,2,62
1,6,6,6,6,6,2,5,2,1,1,1,5,6,5,2,5,44
2,5,4,2,5,1,1,3,4,5,2,4,2,2,4,2,5,72
1,6,6,6,6,5,NA,6,4,4,5,4,5,6,5,1,2,78
1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,2,NA,32
1,5,5,5,6,6,5,4,1,1,4,2,2,6,5,2,5,52
2,5,5,6,5,5,4,4,2,5,2,2,5,5,3,2,5,70
2,4,5,3,5,5,2,5,5,6,3,5,5,4,4,2,NA,37
2,4,6,6,6,5,2,4,2,5,1,1,6,6,6,2,5,55
1,6,6,6,6,4,4,3,4,6,3,4,6,6,5,1,3,48
1,6,6,5,6,5,4,5,1,2,2,1,6,6,5,2,3,45
4,4,5,5,5,1,3,2,4,6,1,4,6,2,6,1,5,51
1,4,5,6,6,6,6,6,1,1,5,1,6,6,5,1,3,42
2,4,5,3,4,5,5,5,1,1,3,2,5,4,6,1,5,53
1,5,6,1,4,4,1,5,2,5,1,4,1,5,4,2,4,53
2,5,2,4,2,4,5,4,2,3,6,4,1,1,2,1,3,78
4,4,2,2,2,2,4,2,3,6,2,4,4,2,4,1,5,46
1,6,6,5,6,6,5,5,1,1,4,4,6,3,5,2,1,46
1,4,4,5,4,4,4,4,1,2,3,4,4,4,4,2,3,50
3,5,6,6,6,4,5,5,3,4,4,4,4,5,5,2,2,46
2,6,6,6,6,6,6,6,4,1,6,4,6,5,5,2,5,44
4,5,5,6,5,4,2,5,5,6,1,1,5,6,5,1,3,71
2,6,4,6,5,4,5,6,2,4,4,5,4,5,5,2,3,38
2,6,5,5,6,5,5,6,2,2,2,2,5,5,6,2,4,54
1,5,5,6,5,6,5,5,2,2,2,3,4,5,4,2,3,40
2,5,6,6,6,5,5,6,2,1,2,3,5,5,5,2,5,50
2,6,6,4,5,6,2,5,4,1,1,1,6,6,6,1,1,41
2,4,4,4,5,6,2,5,4,1,1,1,5,6,6,1,1,41
6,6,4,5,4,4,4,6,3,5,6,4,4,5,3,1,5,43
4,1,6,6,5,3,5,6,5,4,4,2,5,6,1,1,5,43
6,3,3,6,6,6,6,6,1,1,1,3,6,6,5,2,3,41
1,6,6,6,5,4,4,4,2,3,3,3,4,5,3,2,3,40
3,5,5,5,5,5,4,5,2,2,3,4,4,5,3,2,2,43
2,4,5,6,5,4,2,5,4,5,1,4,4,5,5,1,5,57
1,5,5,6,5,5,4,2,3,2,1,2,3,6,5,2,3,51
2,5,5,4,5,4,4,5,2,2,2,2,5,6,6,2,3,48
4,6,NA,6,5,6,5,5,1,4,1,1,2,6,5,2,3,42
4,5,5,5,3,5,5,4,1,1,6,5,4,3,4,2,3,38
2,5,5,4,6,5,3,6,2,4,4,2,3,1,4,2,2,73
1,5,5,6,6,6,6,5,2,2,1,5,5,6,6,2,3,41
2,5,5,6,6,4,NA,5,1,1,3,2,6,5,6,2,3,45
1,5,6,6,4,6,5,5,2,4,5,3,4,5,3,2,3,56
1,6,6,6,6,4,4,4,1,1,4,4,4,4,4,2,3,45
4,4,4,5,4,3,1,2,5,5,4,5,3,2,3,2,1,38
2,2,3,2,2,5,4,4,2,2,3,5,4,1,3,1,4,58
1,6,5,6,4,1,6,6,1,5,4,6,1,1,6,2,NA,81
2,6,5,6,4,5,4,4,4,6,1,3,3,4,4,1,2,68
1,6,6,6,6,6,5,5,1,1,3,5,4,6,3,2,3,40
1,4,4,3,4,2,3,3,3,5,4,4,4,4,4,1,5,49
2,5,5,5,5,5,5,4,1,2,2,2,4,5,5,2,3,39
1,5,4,4,4,4,5,4,1,3,1,4,4,3,5,2,3,40
3,5,4,2,2,4,4,5,1,2,3,3,5,4,6,2,3,41
1,6,5,6,5,5,5,2,2,4,2,2,4,5,4,2,3,39
4,5,5,5,6,5,2,5,1,2,6,2,2,6,5,1,3,51
2,4,4,5,4,5,5,4,2,2,4,5,3,4,4,1,5,46
5,6,NA,6,6,6,6,6,1,1,6,1,3,5,6,1,3,54
2,5,4,6,4,4,3,6,1,2,4,4,2,5,1,2,3,39
2,6,6,6,6,4,5,4,1,1,1,2,4,6,5,2,3,39
1,6,5,6,6,2,5,6,1,2,2,4,5,4,4,2,3,40
1,6,4,3,5,5,3,4,4,4,4,4,4,5,3,1,2,54
1,5,5,5,6,4,4,4,2,4,1,2,4,6,2,2,3,40
2,5,6,6,6,4,5,3,1,2,3,1,4,6,1,2,2,48
1,5,5,4,4,5,2,4,2,6,2,3,2,3,2,1,2,47
4,4,4,4,2,5,5,3,2,5,3,4,2,2,4,1,5,56
4,3,2,3,4,5,4,4,3,4,5,2,2,3,3,2,1,39
1,5,3,4,5,5,5,5,2,3,4,2,3,5,5,1,4,46
5,3,2,5,3,6,6,4,1,6,6,6,2,1,3,2,2,62
4,5,6,6,5,5,5,6,1,4,NA,4,6,5,5,1,5,52
1,6,6,6,6,5,4,4,2,3,4,2,6,6,6,2,3,51
3,5,5,6,5,3,4,3,2,4,1,3,4,5,4,1,3,40
5,5,6,6,5,5,4,5,2,2,4,5,4,2,3,1,3,39
1,6,5,6,5,4,4,5,2,3,4,2,3,5,2,2,3,39
3,4,4,4,4,5,5,4,4,4,5,5,3,3,4,1,4,44
2,5,5,4,3,3,2,4,3,2,6,6,2,2,3,2,3,39
2,6,5,6,4,2,3,3,4,5,3,4,3,4,2,2,3,42
2,5,5,4,3,4,4,4,4,5,1,3,4,3,5,2,5,60
4,6,4,6,5,4,6,5,3,2,4,4,4,5,4,2,3,44
1,5,5,6,5,4,5,6,2,3,3,4,4,5,4,2,3,40
3,5,5,3,5,6,4,4,3,5,5,4,3,2,4,2,4,51
1,6,6,6,5,6,6,5,1,2,2,5,5,5,5,2,3,38
2,5,5,6,NA,5,6,5,1,NA,2,NA,5,5,5,2,3,46
2,5,6,5,6,4,5,5,1,2,2,5,4,5,5,2,3,45
5,6,6,6,5,6,6,6,2,4,4,2,5,5,6,2,3,39
1,5,4,4,4,6,4,5,1,2,6,4,1,2,2,2,3,40
1,6,6,6,5,5,6,5,1,2,1,1,4,5,5,2,3,40
2,6,1,6,5,4,6,5,2,3,2,3,5,1,4,2,3,40
1,6,6,6,5,6,5,6,2,4,1,2,5,5,6,2,3,54
3,4,6,6,6,3,3,2,3,3,1,1,5,6,4,2,1,36
2,5,4,6,5,5,5,5,2,2,2,2,5,5,5,2,3,40
1,6,5,1,5,3,2,2,4,6,5,5,3,4,5,2,4,44
2,5,4,6,4,4,4,3,3,3,4,5,3,4,3,2,3,40
1,6,6,6,5,4,4,4,3,1,3,3,5,5,5,2,3,39
3,5,2,4,5,6,1,6,3,2,2,2,2,6,5,1,3,40
1,6,5,6,4,6,6,6,1,2,4,6,2,1,5,2,3,47
4,4,5,3,4,4,6,5,2,3,3,4,5,5,5,2,3,41
5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,1,5,48
1,5,6,6,6,5,5,5,1,3,2,1,6,6,6,2,4,63
1,5,6,5,5,2,6,3,1,5,2,3,5,4,4,1,3,39
2,3,4,4,4,3,3,3,3,3,4,2,5,3,4,2,4,64
1,6,5,6,5,4,4,3,4,5,4,5,4,4,3,1,NA,34
1,6,5,6,6,4,3,4,3,5,2,4,4,5,3,2,3,38
2,5,5,5,5,4,3,5,2,4,3,4,3,5,4,2,4,76
3,5,5,6,4,4,4,4,2,4,2,3,4,5,5,2,2,40
1,6,5,6,5,5,5,4,3,3,1,2,4,6,5,2,3,39
4,4,5,4,4,6,6,1,4,6,2,5,4,1,2,1,5,71
1,6,4,6,4,5,6,6,2,2,4,4,5,4,6,2,3,45
5,6,6,6,5,5,4,3,3,4,4,5,4,6,3,2,3,40
3,5,5,6,6,6,5,6,2,1,1,1,4,6,5,2,3,39
3,3,2,6,2,5,5,5,3,3,5,5,4,2,5,2,NA,37
2,6,5,6,5,5,5,5,2,4,3,6,4,3,5,2,3,40
3,6,5,6,5,4,5,5,4,3,5,4,4,5,3,2,4,44
2,5,4,4,4,3,2,4,2,4,2,3,4,5,5,2,3,40
1,5,6,4,6,5,5,4,2,5,2,4,5,4,6,1,5,78
2,5,5,6,4,5,5,5,3,2,2,6,2,2,5,2,3,54
2,5,4,6,5,4,4,4,2,3,2,3,5,5,5,2,3,40
4,4,2,5,2,5,4,6,1,1,5,4,2,3,5,1,3,48
1,6,6,5,5,2,1,2,5,5,1,2,5,5,4,2,5,45
2,5,4,5,3,4,4,4,2,2,3,3,3,3,5,2,3,50
1,6,6,6,5,4,2,2,4,4,2,1,4,6,5,2,3,69
1,5,6,6,5,5,5,5,2,2,3,4,4,2,5,2,5,46
4,6,4,6,4,3,6,4,1,3,2,4,4,3,5,2,3,46
1,6,6,6,6,5,6,6,1,1,6,4,1,4,1,2,3,68
2,5,4,4,3,5,3,4,4,4,6,5,3,3,4,1,NA,37
2,5,6,6,6,3,6,3,3,4,1,1,3,6,6,2,3,42
1,6,6,6,6,1,1,5,2,6,1,1,1,6,6,2,5,65
2,5,5,6,4,4,NA,2,3,4,4,2,4,5,5,2,3,37
2,5,5,6,4,5,4,2,3,4,4,2,4,5,5,2,3,37
2,5,5,6,4,5,4,2,3,3,4,2,4,5,5,2,3,37
2,5,5,6,4,5,5,2,2,3,4,2,4,5,5,2,3,37
2,5,5,6,5,5,6,2,3,3,4,2,6,4,2,1,2,42
4,6,5,4,5,2,5,4,3,2,4,2,3,5,5,1,2,50
6,2,5,2,2,4,2,2,4,3,6,6,2,1,4,1,3,39
2,3,4,3,4,6,5,4,2,2,3,2,5,3,6,2,4,54
3,5,4,5,2,4,5,2,3,2,4,2,4,4,6,1,2,72
1,6,5,1,3,6,6,5,1,4,1,6,4,5,6,2,3,39
1,6,6,2,5,4,5,4,1,1,NA,1,4,3,6,2,3,51
2,5,4,5,4,4,4,4,3,4,2,4,4,5,3,1,3,41
3,6,5,4,5,4,3,5,2,3,1,3,4,4,6,1,3,42
6,5,5,3,3,5,4,4,1,3,6,4,3,2,2,2,3,41
1,4,4,2,2,4,3,4,4,6,4,5,2,1,2,2,3,39
1,6,6,4,4,5,5,5,2,4,4,4,4,4,4,2,5,50
1,5,6,4,6,3,2,3,4,4,1,1,6,6,5,2,4,52
2,6,4,5,4,6,6,6,3,1,4,1,4,5,5,2,3,45
2,5,6,6,5,6,6,5,1,1,4,1,5,6,5,2,3,38
3,6,6,3,5,6,5,4,1,1,1,1,6,5,6,2,5,53
2,3,4,2,3,3,5,4,4,6,6,4,2,2,4,1,4,50
2,2,3,5,5,4,2,3,4,5,5,6,1,2,NA,2,4,67
5,5,6,6,5,5,6,4,2,3,1,2,5,6,6,2,4,47
4,4,5,4,5,3,3,3,4,4,6,2,4,5,4,2,3,59
1,5,5,6,4,4,4,5,2,1,3,3,4,4,4,2,3,41
1,6,3,3,4,6,3,6,NA,3,3,2,3,5,4,2,3,40
3,5,4,6,4,5,5,5,2,2,4,4,4,4,4,2,3,40
1,6,5,6,5,5,5,5,1,1,6,4,4,5,5,2,4,51
2,2,5,5,5,5,5,5,2,2,2,2,5,5,4,1,3,38
1,6,6,6,6,5,6,6,2,3,1,2,4,5,5,2,3,49
1,6,5,6,5,3,4,4,2,2,2,4,4,3,3,2,NA,36
4,5,5,6,6,5,2,5,2,3,1,1,5,5,4,2,2,40
1,5,5,5,6,1,2,5,5,6,2,1,4,3,1,2,3,41
2,5,6,6,5,4,4,4,4,4,2,4,3,5,3,2,3,40
4,4,3,4,5,5,5,2,1,2,4,1,1,5,4,2,4,53
3,6,6,6,2,3,5,5,2,3,1,2,5,6,5,2,3,39
5,3,2,4,4,4,6,5,2,2,2,3,5,5,5,2,3,40
4,5,5,4,5,4,5,5,2,2,2,2,4,4,5,2,5,71
1,5,6,6,6,2,4,4,1,2,3,1,5,5,5,2,3,50
3,5,4,4,5,4,3,5,3,3,5,4,4,4,4,1,3,40
1,5,6,4,5,2,5,4,3,6,4,6,3,2,2,1,1,42
1,4,5,6,4,4,5,5,5,5,6,5,4,5,3,1,1,38
1,6,6,5,6,4,4,3,2,4,2,1,6,6,5,1,2,54
4,4,6,6,5,6,4,4,4,6,1,3,5,5,4,1,1,43
5,6,5,6,6,5,5,6,4,2,5,5,5,5,5,2,3,43
1,4,5,3,3,6,6,4,2,6,1,4,4,2,2,1,2,49
1,6,3,5,6,6,5,6,1,4,4,4,5,4,2,2,3,41
1,5,5,6,6,5,5,4,1,2,3,1,4,5,4,2,4,44
1,6,6,6,6,1,5,6,3,4,4,1,5,5,6,2,3,70
4,5,4,6,5,4,6,5,1,1,2,3,4,6,5,2,3,44
1,6,6,6,5,5,NA,5,1,2,3,2,3,3,2,2,3,62
2,5,2,1,2,NA,5,4,1,6,3,5,2,3,5,2,1,45
6,5,5,4,5,6,4,5,4,5,3,5,4,5,4,2,2,46
2,5,5,5,6,4,4,5,4,4,4,4,4,5,4,2,3,39
2,5,5,6,4,2,2,4,3,2,3,3,2,4,4,2,3,59
2,4,2,6,4,3,5,5,3,4,1,3,4,5,6,2,1,38
1,6,6,6,6,6,6,4,1,4,1,2,5,6,5,2,5,62
2,4,5,5,6,6,4,4,2,4,5,4,2,3,2,2,5,60
3,4,5,5,3,4,5,5,3,3,5,2,2,6,2,2,1,40
1,5,5,5,6,3,5,2,2,4,3,2,3,5,3,2,3,77
2,2,2,4,1,5,5,5,2,3,4,5,3,2,4,1,3,39
2,2,1,6,4,6,6,6,1,1,5,5,3,1,2,2,3,46
1,6,5,6,4,5,5,5,1,2,3,3,3,4,4,2,3,42
1,5,6,6,5,6,4,6,4,2,3,3,3,5,6,2,3,39
3,4,4,2,5,6,6,4,2,5,2,2,5,2,5,2,2,49
2,3,5,4,5,5,4,5,2,3,2,2,6,6,6,1,3,41
4,4,2,5,3,6,6,6,1,2,5,3,4,4,2,1,3,38
1,6,6,6,6,6,1,5,1,1,2,1,6,6,6,2,3,83
1,6,5,6,4,6,5,5,2,4,2,6,2,3,5,2,4,45
2,6,5,6,5,6,6,6,1,1,1,1,5,6,6,2,4,45
2,NA,6,4,6,5,3,5,1,1,1,1,4,6,5,1,3,43
2,5,3,6,3,4,3,3,5,4,6,6,3,3,1,2,NA,37
2,4,4,5,5,6,6,5,2,4,3,4,3,2,5,2,4,68
4,5,6,4,5,3,1,3,1,2,1,2,5,6,4,1,3,40
3,5,4,6,5,5,5,4,2,3,1,1,4,6,5,2,3,39
4,4,5,4,5,5,5,5,3,5,2,5,4,5,4,2,3,57
1,5,6,5,4,5,5,4,1,3,2,2,3,5,5,2,3,40
2,5,4,3,5,4,2,5,2,2,2,2,4,6,5,1,3,40
1,4,4,5,6,6,5,6,1,1,2,2,6,5,5,2,3,53
3,5,4,4,2,3,4,6,3,3,1,3,3,4,5,2,3,40
3,4,4,5,3,5,5,5,3,3,3,4,5,4,5,1,3,38
2,6,5,3,6,5,6,4,5,4,4,5,3,3,2,2,1,38
2,6,4,6,4,5,5,5,4,6,3,4,4,4,5,2,3,40
3,4,3,6,4,3,3,5,3,2,NA,4,3,3,6,2,4,56
1,6,6,6,6,6,4,6,1,2,1,2,2,6,3,2,3,43
2,4,3,2,4,5,5,5,3,5,4,4,4,2,5,1,3,45
6,NA,NA,NA,4,6,NA,NA,NA,4,NA,4,NA,6,NA,1,NA,37
2,5,6,6,6,5,5,5,4,4,1,1,5,6,5,2,3,68
